KYBER_Q,KYBER_LEVEL,KYBER_K,KYBER_ETA1,KYBER_ETA2,KYBER_N_BLOCKS_FOR_DU0,KYBER_DU0,KYBER_DU1,KYBER_DV,CODE_ALPHA,CODE_BETA,DFR
3329,1,2,3,2,2,10,0,4,1664,239,8.0482661934513109904212030973452523476219122220613220947589394673210083558592984e-39
3329,1,2,3,2,2,10,0,4,1664,240,7.9798743508016706514831144183578912931872398530513962734361561684074350550164991e-39
3329,1,2,3,2,2,10,0,4,1664,241,7.9119777921629187940335405074015818659276131921558267169965782026997796830641019e-39
3329,1,2,3,2,2,10,0,4,1664,242,7.8387956824232573890505413270238845394735624401697841296561074923907543848823704e-39
3329,1,2,3,2,2,10,0,4,1664,243,7.7790810247470204022710233858726153997085448988108276360638949916898206559386041e-39
3329,1,2,3,2,2,10,0,4,1664,244,7.7066027997300555837950103939843845576576916763342544048780118094149776140254987e-39
3329,1,2,3,2,2,10,0,4,1664,245,7.6388683834278506763425956045725060927019060454022124840125416413722088639898631e-39
3329,1,2,3,2,2,10,0,4,1664,246,7.5818756056685663176178358942623016768346465592272639558232327997664067557436015e-39
3329,1,2,3,2,2,10,0,4,1664,247,7.5109875204259080811502720326991233036457525974395386035743999382849786424159299e-39
3329,1,2,3,2,2,10,0,4,1664,248,7.4455197881882180681709729339165844740997661356786370380094069557589627919937461e-39
3329,1,2,3,2,2,10,0,4,1664,249,7.3761323046006319517020726476803476272054619227216091458354605711758415051058255e-39
3329,1,2,3,2,2,10,0,4,1664,250,7.3203261498686180887589525646528083679954043329412934259566782177777695171128161e-39
3329,1,2,3,2,2,10,0,4,1664,251,7.2461981512513399625953166663427119656623408542369623318471662591897528211940342e-39
3329,1,2,3,2,2,10,0,4,1664,252,7.1771347755013071182554526792738086235899101957362745329895134564418334722177711e-39
3329,1,2,3,2,2,10,0,4,1664,253,7.1132544873084648608540176339320236454560121459120647485028763224275823084935501e-39
3329,1,2,3,2,2,10,0,4,1664,254,7.0494052933892405068695930176315015486713782693049537693309247932382169958155548e-39
3329,1,2,3,2,2,10,0,4,1664,255,6.9827242106446757714577598130981661675287943365489196448904453835537296689015118e-39
3329,1,2,3,2,2,10,0,4,1664,256,6.9228908597131830446440587010406661572435420380310244219802151233322047974141645e-39
3329,1,2,3,2,2,10,0,4,1664,257,6.8526908090029157724511693423240057284357702836346953077710026790320158432950180e-39
3329,1,2,3,2,2,10,0,4,1664,258,6.7894117375779622194734774070297636104928983913861909755984079328388641835915862e-39
3329,1,2,3,2,2,10,0,4,1664,259,6.7239491415324149509805902524706419462032846949238622107774531428527208563274927e-39
3329,1,2,3,2,2,10,0,4,1664,260,6.6572287478467094607909706236106402800895664658120613229307115938364792650306395e-39
3329,1,2,3,2,2,10,0,4,1664,261,6.5920588378687432530042801689210365374807325971399373940303008600573131883265177e-39
3329,1,2,3,2,2,10,0,4,1664,262,6.5313733378743598382259169377642551586152499783100031610822374075451150259126451e-39
3329,1,2,3,2,2,10,0,4,1664,263,6.4714297644988076639117668373475977085084847999313950431384203008553901445635235e-39
3329,1,2,3,2,2,10,0,4,1664,264,6.4060058000480214919831064528220458146602460277181905206623495858775963465003501e-39
3329,1,2,3,2,2,10,0,4,1664,265,6.3386361777271059542279073676102035180081747225158471952146909441331838891484442e-39
3329,1,2,3,2,2,10,0,4,1664,266,6.2757956630389980999587205233101437774847214892621943897379333651674532394862474e-39
3329,1,2,3,2,2,10,0,4,1664,267,6.2172368048302990539977437250191882004623069232712948287438368508339921504086709e-39
3329,1,2,3,2,2,10,0,4,1664,268,6.1524565972981084328528639606363973879620807788267793128617197285372681244972044e-39
3329,1,2,3,2,2,10,0,4,1664,269,6.0902383119226521764043604644525938037027831775500812436476553135047035796523467e-39
3329,1,2,3,2,2,10,0,4,1664,270,6.0302951136990143277533223309450482703665098864605816624175589257165104775645356e-39
3329,1,2,3,2,2,10,0,4,1664,271,5.9603979024395887288120278358508031014971874791620821664149250083892243271535994e-39
3329,1,2,3,2,2,10,0,4,1664,272,5.9032675501581595395810665197502237861508228321712618143764363867889326889468887e-39
3329,1,2,3,2,2,10,0,4,1664,273,5.8427524697206946711780425412591578619464760816755585644819806276349422762031125e-39
3329,1,2,3,2,2,10,0,4,1664,274,5.7813911247573959724818457524879991082692270897160996608494875367525868487584295e-39
3329,1,2,3,2,2,10,0,4,1664,275,5.7193860589293266571821564835613012562378766848863731499148751091186549032937442e-39
3329,1,2,3,2,2,10,0,4,1664,276,5.6516496248658174726784052314615512581191076337214070588631712762349593213256708e-39
3329,1,2,3,2,2,10,0,4,1664,277,5.6192102946768650517691499250882548890285617797768652360751393094305727668879909e-39
3329,1,2,3,2,2,10,0,4,1664,278,5.5845177762555392601400812004999748537274248004362030506674894598237690577666629e-39
3329,1,2,3,2,2,10,0,4,1664,279,5.4784588807774235069422535814456765393406009254924316726671601140214701940931067e-39
3329,1,2,3,2,2,10,0,4,1664,280,5.4208908537551663540648631647497251022993859786683690005690602103014776129085542e-39
3329,1,2,3,2,2,10,0,4,1664,281,5.3612139462349107336660383378946144244360656348468023261148910745635853397408423e-39
3329,1,2,3,2,2,10,0,4,1664,282,5.3027214656515520038145866060462124092563170884728951411015855748327149768342579e-39
3329,1,2,3,2,2,10,0,4,1664,283,5.2466517275489113475146689473292684551622680423840748464759430665487391884975524e-39
3329,1,2,3,2,2,10,0,4,1664,284,5.1842969765208093992572538020177337223269220106829539604055918250570967320936166e-39
3329,1,2,3,2,2,10,0,4,1664,285,5.1291187152288397440457377273762352067110751546968251832675120855224826344055089e-39
3329,1,2,3,2,2,10,0,4,1664,286,5.0722311327016557047443148534652097852319711629980565501128657249476145792722922e-39
3329,1,2,3,2,2,10,0,4,1664,287,5.0078762509059525421169126587298104020849138000419909661382796392234068632207912e-39
3329,1,2,3,2,2,10,0,4,1664,288,4.9577053647382055329064055229163882169878861002384947636304666168785197018995682e-39
3329,1,2,3,2,2,10,0,4,1664,289,4.9021122575250177616889241238295792970520989160397257234504094078645800915043226e-39
3329,1,2,3,2,2,10,0,4,1664,290,4.8457087851419064681463155880290393037026322109301124582894853305615692222176466e-39
3329,1,2,3,2,2,10,0,4,1664,291,4.7905883336741291054653419559040623159488534893396651411271308032435194417374707e-39
3329,1,2,3,2,2,10,0,4,1664,292,4.7371647380377245165964370706648033833245460406838041223983221771178296207716425e-39
3329,1,2,3,2,2,10,0,4,1664,293,4.6787146944069891411477492130601891635356847557500170327073699306408947878942267e-39
3329,1,2,3,2,2,10,0,4,1664,294,4.6246600655319812396233621540629044996847959394031528540057050529602795135937342e-39
3329,1,2,3,2,2,10,0,4,1664,295,4.5704372429081379174667224436041291330073672773872187599955242295467708605756447e-39
3329,1,2,3,2,2,10,0,4,1664,296,4.5160276971156134263636820608255903876425958180151224383975835087727224997059699e-39
3329,1,2,3,2,2,10,0,4,1664,297,4.4646832116093764709338235709656233664667686784578276599465980748183261380294830e-39
3329,1,2,3,2,2,10,0,4,1664,298,4.4056225114267938477353406341593334441584228986986743217128753062197484669080019e-39
3329,1,2,3,2,2,10,0,4,1664,299,4.3562880646065226220822909469651802726535447865207771021336156270988817912739297e-39
3329,1,2,3,2,2,10,0,4,1664,300,4.3008484281101453280849304409944831228051048021622102888803911649269154743110785e-39
3329,1,2,3,2,2,10,0,4,1664,301,4.2495138835628868067370636989185575827796164317200126351406702816861892586660798e-39
3329,1,2,3,2,2,10,0,4,1664,302,4.1953857487091474592305140591609574252482797711268849930318271076002322760556138e-39
3329,1,2,3,2,2,10,0,4,1664,303,4.1488364095570336072826257350125326586790317196591445718649572383388449455938083e-39
3329,1,2,3,2,2,10,0,4,1664,304,4.0949868528165649110529896260137319898797109136842838927043031202710476175235649e-39
3329,1,2,3,2,2,10,0,4,1664,305,4.0450021575460188151058762424681304472555887521261770822407995915536895852079515e-39
3329,1,2,3,2,2,10,0,4,1664,306,3.9918915841077332754394547839971444814014296041747600589835382463330101670374703e-39
3329,1,2,3,2,2,10,0,4,1664,307,3.9427445349454166067253047501057617731535557202035548858920649482294889836911906e-39
3329,1,2,3,2,2,10,0,4,1664,308,3.8901958837629015241686585248740716655265068226246926341421840641501390955602828e-39
3329,1,2,3,2,2,10,0,4,1664,309,3.8437850869737135927734255337885714224203109088958898898860911363126917191030791e-39
3329,1,2,3,2,2,10,0,4,1664,310,3.7957174359497674116770110891969318572876005979381014322957721061603668874785207e-39
3329,1,2,3,2,2,10,0,4,1664,311,3.7441447071281650707686031885636125123046133177528470271382063298367664522454721e-39
3329,1,2,3,2,2,10,0,4,1664,312,3.6924625459787971423283582741986848287938209569092472166989351547836348460800769e-39
3329,1,2,3,2,2,10,0,4,1664,313,3.6512379888878463340902753221125776301285331968568066841231351795198276200674659e-39
3329,1,2,3,2,2,10,0,4,1664,314,3.6041277111215414466556080923104236952262655213194204893709117030395669448492106e-39
3329,1,2,3,2,2,10,0,4,1664,315,3.5546922845544019795877853237940729934615513522893438684847015974666494281459465e-39
3329,1,2,3,2,2,10,0,4,1664,316,3.5091971143533179856166603869926348901085300800454913388217789973502769256494359e-39
3329,1,2,3,2,2,10,0,4,1664,317,3.4699139183903795886936236728679467972320483706393271593870154959990635207184059e-39
3329,1,2,3,2,2,10,0,4,1664,318,3.4163505332122602495281488513606465427251454527230282062314297109653384088964309e-39
3329,1,2,3,2,2,10,0,4,1664,319,3.3706135076871537721300325304432056133020163533697307829104417148289533230590790e-39
3329,1,2,3,2,2,10,0,4,1664,320,3.3230322126970406082499555409598023216508248183243424456700996233833678226628242e-39
3329,1,2,3,2,2,10,0,4,1664,321,3.2807365472310590891721242573093936737774484292689171517176533508247681952156257e-39
3329,1,2,3,2,2,10,0,4,1664,322,3.2326537192419296298286722099396058183047502496434138142546640525271972642498147e-39
3329,1,2,3,2,2,10,0,4,1664,323,3.1908502565839664452320204056586532470723839093385719700825027585010929183861936e-39
3329,1,2,3,2,2,10,0,4,1664,324,3.1488261722016805941813874490278425580487735945444719566093125676344283392893424e-39
3329,1,2,3,2,2,10,0,4,1664,325,3.1036033607541508755605067217031957431670780733963371037371714512329340328794765e-39
3329,1,2,3,2,2,10,0,4,1664,326,3.0623713339747294146993374839352268858256286009314644471069437720409997368313745e-39
3329,1,2,3,2,2,10,0,4,1664,327,3.0193841929739542175826721504181229047215070455157768890768344794122175262489690e-39
3329,1,2,3,2,2,10,0,4,1664,328,2.9784177727651123593845140853051013244415934793900458579868708728489335426871962e-39
3329,1,2,3,2,2,10,0,4,1664,329,2.9339985428046274469140073947846226928444358780529991029024241972671940609761947e-39
3329,1,2,3,2,2,10,0,4,1664,330,2.8941701864322617972551392794652109847308273711011328254644789348215109065512362e-39
3329,1,2,3,2,2,10,0,4,1664,331,2.8547831338132205238546516974524320583863674630108295466776083380151456273795249e-39
3329,1,2,3,2,2,10,0,4,1664,332,2.8081874984205999757385363835493434101092828340347255623739756350557785714021419e-39
3329,1,2,3,2,2,10,0,4,1664,333,2.7699395571302532149709724304428743680608339763177315997255794963844850824197450e-39
3329,1,2,3,2,2,10,0,4,1664,334,2.7329058750852684217987402492532577924045600624506571895554703592956097737075731e-39
3329,1,2,3,2,2,10,0,4,1664,335,2.6935122598515423935345188464508603541641903462069284125099739708876630061063668e-39
3329,1,2,3,2,2,10,0,4,1664,336,2.6546548546357466071897865474484878822977199047285142050508636388304861267128422e-39
3329,1,2,3,2,2,10,0,4,1664,337,2.6143145087663923491756550836586931521256839893269358523935764969023074857108587e-39
3329,1,2,3,2,2,10,0,4,1664,338,2.5777993656994346227145243012522177239577671313604943283759766147346482823659143e-39
3329,1,2,3,2,2,10,0,4,1664,339,2.5393316041389325361165343502102261456736897419989814749247235139965647917375374e-39
3329,1,2,3,2,2,10,0,4,1664,340,2.5022829532641441967736182679776277379520349837349524507024191920421834976614949e-39
3329,1,2,3,2,2,10,0,4,1664,341,2.4641788919788414975048715684089949752154517416592043259105473889819100646193927e-39
3329,1,2,3,2,2,10,0,4,1664,342,2.4292079431053426515365851428512566362770509288013293009576648456135378617845674e-39
3329,1,2,3,2,2,10,0,4,1664,343,2.3915435877014390641707029107227739187498565788965610639530661599727068499565571e-39
3329,1,2,3,2,2,10,0,4,1664,344,2.3558720986174875936584913468282961340436672057658143802706032009798213061271522e-39
3329,1,2,3,2,2,10,0,4,1664,345,2.3205970868987274687663461410224082743054192633236002718897220461491274801248704e-39
3329,1,2,3,2,2,10,0,4,1664,346,2.2860064144178969413936844419347973517644107225671017263080649271253041245450894e-39
3329,1,2,3,2,2,10,0,4,1664,347,2.2498134109354695235054810168194034577287548677495801034370730411259180104604667e-39
3329,1,2,3,2,2,10,0,4,1664,348,2.2159287178192680031843480197185984176611016719526120585862183132160592755543817e-39
3329,1,2,3,2,2,10,0,4,1664,349,2.1820566641774336326270572574756970464256237172355901245802632424999741488296752e-39
3329,1,2,3,2,2,10,0,4,1664,350,2.1470720657644675377820408117762632530453011382888609781052372132358281454859326e-39
3329,1,2,3,2,2,10,0,4,1664,351,2.1152103644463383572402589948171917444018631814970539812806435372346138038425872e-39
3329,1,2,3,2,2,10,0,4,1664,352,2.0828630908908992860590735632642505129360026664723771312807831282529480692265380e-39
3329,1,2,3,2,2,10,0,4,1664,353,2.0490941274899180667060065143157756958587485825178128043170286270933566300583494e-39
3329,1,2,3,2,2,10,0,4,1664,354,2.0165415382755888183508873126474426372378099265692439607924464939642482447545921e-39
3329,1,2,3,2,2,10,0,4,1664,355,1.9873851010311676050691025549242761319131052087510934887648330327885622797943451e-39
3329,1,2,3,2,2,10,0,4,1664,356,1.9534972883796999572344970383513454854289531784236012727373567739514972608835519e-39
3329,1,2,3,2,2,10,0,4,1664,357,1.9202647221271396628599504084555147380577938730873298275835856692985507184958191e-39
3329,1,2,3,2,2,10,0,4,1664,358,1.8932139734373450361912482973085397158501772031576115503412873263783993245052129e-39
3329,1,2,3,2,2,10,0,4,1664,359,1.8617212317346465850245880610813227233498985695048318192199827855845767721240372e-39
3329,1,2,3,2,2,10,0,4,1664,360,1.8331158800870757638622270264601942965046164096867056214011663117922340280218279e-39
3329,1,2,3,2,2,10,0,4,1664,361,1.8033831297932917706747120778783549421312820405947184026534282898750867213718916e-39
3329,1,2,3,2,2,10,0,4,1664,362,1.7748268899813595240268612341735431178717683881296139343869089443996182672949099e-39
3329,1,2,3,2,2,10,0,4,1664,363,1.7438182255450611750976354864170201271287119681859884500628391728964674643875347e-39
3329,1,2,3,2,2,10,0,4,1664,364,1.7159809400916771920717688281471477185503954601495980695071473208336770369842358e-39
3329,1,2,3,2,2,10,0,4,1664,365,1.6875004870885140673904369722178834981336168039403332660130123120824888918668527e-39
3329,1,2,3,2,2,10,0,4,1664,366,1.6594037896367935464063321905619706133689187423624032602618500434042174355531854e-39
3329,1,2,3,2,2,10,0,4,1664,367,1.6336178740602251186850926727260481885530045919245975824980287826989393902231033e-39
3329,1,2,3,2,2,10,0,4,1664,368,1.6061249288034013348261235153763353552910139255909488482262259439943432773679896e-39
3329,1,2,3,2,2,10,0,4,1664,369,1.5777352934877392973284951882387164119127525699774336315018017456627578317031661e-39
3329,1,2,3,2,2,10,0,4,1664,370,1.5580527779810728915837854204419385872105260472805830479472743223803676284381086e-39
3329,1,2,3,2,2,10,0,4,1664,371,1.5260935961528650831018188893925614514907573882594148963963761392710969453637521e-39
3329,1,2,3,2,2,10,0,4,1664,372,1.5013878605969385004704572642703961406953562377975363952117968494787099826172727e-39
3329,1,2,3,2,2,10,0,4,1664,373,1.4747553414542697825275455892212634290470802549629828450839403911267541353485288e-39
3329,1,2,3,2,2,10,0,4,1664,374,1.4498447666544335149122999282509159651638575510536003670636948281353579240529415e-39
3329,1,2,3,2,2,10,0,4,1664,375,1.4260283960638447515925810941567808311782867252844110939980892081238629046957179e-39
3329,1,2,3,2,2,10,0,4,1664,376,1.4009591169208793599140177705738801905606483698341629462605927291657080290194512e-39
3329,1,2,3,2,2,10,0,4,1664,377,1.3765474275170579564350134351258552386490373280495105832836908761238107328364207e-39
3329,1,2,3,2,2,10,0,4,1664,378,1.3511314272130320325404797801889086950595160914998774871979414397214179703275987e-39
3329,1,2,3,2,2,10,0,4,1664,379,1.3295005627129713999960346693500230837937315300512163834064183017681145863736630e-39
3329,1,2,3,2,2,10,0,4,1664,380,1.3059862543346118393799142450431667808888866179586950849175899855270537264435936e-39
3329,1,2,3,2,2,10,0,4,1664,381,1.2830672024746025306678115178250133140997344577330470704515522101558851286311301e-39
3329,1,2,3,2,2,10,0,4,1664,382,1.2613190541667180770070780509347224603105244282405709785835359430815809153261895e-39
3329,1,2,3,2,2,10,0,4,1664,383,1.2382958855309263561898303916285928241759663020429536923824749832498815816315663e-39
3329,1,2,3,2,2,10,0,4,1664,384,1.2177788769707150152492086559556068094011869077983611998930644548944316654357172e-39
3329,1,2,3,2,2,10,0,4,1664,385,1.1950672120351810581531759872341972725527420752536126143883384339971440768131659e-39
3329,1,2,3,2,2,10,0,4,1664,386,1.1739949800405522063933922189041821448718646132484918543378496064479341859986619e-39
3329,1,2,3,2,2,10,0,4,1664,387,1.1538347458475266050497186890846004944251757636074338636635500707311730310367227e-39
3329,1,2,3,2,2,10,0,4,1664,388,1.1316638533506776978730317238946768634400864487631119938577319887065363386551394e-39
3329,1,2,3,2,2,10,0,4,1664,389,1.1119048022373391308772976678835323061687713367938074827423200489733285557660699e-39
3329,1,2,3,2,2,10,0,4,1664,390,1.0916242393246542092007801037615373590982303677744832926992429101809067340332998e-39
3329,1,2,3,2,2,10,0,4,1664,391,1.0716116829423568241625797131587986548996045007773860476519531512061299852027508e-39
3329,1,2,3,2,2,10,0,4,1664,392,1.0519603698626257988635552598695399027346385119880623420031223119590271517640575e-39
3329,1,2,3,2,2,10,0,4,1664,393,1.0330626877339846154272566019199305163094076545040439120489701089216930255279735e-39
3329,1,2,3,2,2,10,0,4,1664,394,1.0137335983138601241402555466095964128203078248811439755945264402247777738849587e-39
3329,1,2,3,2,2,10,0,4,1664,395,9.9606509637514272687910181906673730922299495107673198320593420267370037806785292e-40
3329,1,2,3,2,2,10,0,4,1664,396,9.7661215818049404511095038722568381587681602229651843545226248386866964382184526e-40
3329,1,2,3,2,2,10,0,4,1664,397,9.5974821205329854355205073983909132682109646339385446641467527149160538345108557e-40
3329,1,2,3,2,2,10,0,4,1664,398,9.4209588647006201971628745674498125303789554937638487632246833091253186747815885e-40
3329,1,2,3,2,2,10,0,4,1664,399,9.2420009817049393375928405326886228275950980309790406451762561578728844559448616e-40
3329,1,2,3,2,2,10,0,4,1664,400,9.0728490661424909736130242998640386954458614778626653192382865991981524160218665e-40
3329,1,2,3,2,2,10,0,4,1664,401,8.9101823491984547952820346973701908678561799574677681866857231718804090935421192e-40
3329,1,2,3,2,2,10,0,4,1664,402,8.7417262107236827285047311427413622770250670001376814810622113886035897617987623e-40
3329,1,2,3,2,2,10,0,4,1664,403,8.5834316332078988514028259015281187820313244334776277168368629463665473814603998e-40
3329,1,2,3,2,2,10,0,4,1664,404,8.4240976823062795931265323150507247234104739277463357881735806563225148811688634e-40
3329,1,2,3,2,2,10,0,4,1664,405,8.2754351674140518079843602507255822715933913296758077730072219106315849439323799e-40
3329,1,2,3,2,2,10,0,4,1664,406,8.1304095678635541206083898409281238168149400687302329898846278485873257680980312e-40
3329,1,2,3,2,2,10,0,4,1664,407,7.9771485342282368975312687029111535140707708370816949648348326945163224413049067e-40
3329,1,2,3,2,2,10,0,4,1664,408,7.8368797140596915853392550122476525407158970389949772899944144046677632925792260e-40
3329,1,2,3,2,2,10,0,4,1664,409,7.6993245344292068953791966153790028169568780371418282596464799197153470015395409e-40
3329,1,2,3,2,2,10,0,4,1664,410,7.5722330879263674051071625333161812840172816440737828757995578246172786752121049e-40
3329,1,2,3,2,2,10,0,4,1664,411,7.4442672712104953375502551003908335538557506062136286295448275529068725561537600e-40
3329,1,2,3,2,2,10,0,4,1664,412,7.3223694592222820674373954903253848103027788067017359333715625974026128347245534e-40
3329,1,2,3,2,2,10,0,4,1664,413,7.2137219867729467305423743155540130433008513124244521776841485898692039995430486e-40
3329,1,2,3,2,2,10,0,4,1664,414,7.0820070983970584874918414285099413650603972900096297668639040625869791569377370e-40
3329,1,2,3,2,2,10,0,4,1664,415,7.0562701066107434332258893694578973380320700710563829528228679140175397644714014e-40
3329,1,2,3,2,2,10,0,4,1664,416,6.8655263138825130960162272488692408065917545437082545631258529883742626996567866e-40
3329,1,2,3,2,2,10,0,4,1664,417,6.7918731088061694413885641996647732730246030987500887638181394596166300616421927e-40
3329,1,2,3,2,2,10,0,4,1664,418,6.7963721843584993960396989885643139405869549685284649541251518660322837441833863e-40
3329,1,2,3,2,2,10,0,4,1664,419,6.7086331451400130038291426606718710322493464565292215290665992707439838965974650e-40
3329,1,2,3,2,2,10,0,4,1664,420,6.6698963902385857378062270185232409453280947047972840920949448521249210530666425e-40
3329,1,2,3,2,2,10,0,4,1664,421,6.6484518500531727365052548206810304097289338840174282260991288025817856190875045e-40
3329,1,2,3,2,2,10,0,4,1664,422,6.6442432946927737559785319880745408793492937846207417565203050400634835023353857e-40
3329,1,2,3,2,2,10,0,4,1664,423,6.6631356427781073238377618443619450870886678461549811547817912321430073445471033e-40
3329,1,2,3,2,2,10,0,4,1664,424,6.7063459637245557397525321013381773889514474033736743007561285779593686648471756e-40
3329,1,2,3,2,2,10,0,4,1664,425,6.7856332551779930320631457767216176938619571793804427202891670686837612267620060e-40
3329,1,2,3,2,2,10,0,4,1664,426,6.8924779218503472083201597417191383013005418935984158618561207853647456521416976e-40
3329,1,2,3,2,2,10,0,4,1664,427,7.0441029798402117026120390953132357012229209514492247236508985681946895098165216e-40
3329,1,2,3,2,2,10,0,4,1664,428,7.2495613122359901624546804064208250943878592961760290302067873474541166899189534e-40
3329,1,2,3,2,2,10,0,4,1664,429,7.4991967782272087805805954172018070664635254574438993503171690015789082240197438e-40
3329,1,2,3,2,2,10,0,4,1664,430,7.8181087761032077192878950419885194191165518168023183961264789941331118977894795e-40
3329,1,2,3,2,2,10,0,4,1664,431,8.2156020011020157792789382481553401715838130836453545061089916048416978804743724e-40
3329,1,2,3,2,2,10,0,4,1664,432,8.6988818657795200847028530903635473972047177222079235627350863109682863362528479e-40
3329,1,2,3,2,2,10,0,4,1664,433,9.2866402547758113923162679636950365513574017604510290356415558033041782787012010e-40
3329,1,2,3,2,2,10,0,4,1664,434,9.9926142007447539893246995124708693111217421246616544743581413678111395421750953e-40
3329,1,2,3,2,2,10,0,4,1664,435,1.0847149721374183465312983303093094425433201862104934990975694093177419495784792e-39
3329,1,2,3,2,2,10,0,4,1664,436,1.1863020432617531979511147802845952009301934626059942270916077277377750197224796e-39
3329,1,2,3,2,2,10,0,4,1664,437,1.3074837238846957885832226821367531522046328089291844414220986707764873703164486e-39
3329,1,2,3,2,2,10,0,4,1664,438,1.4522622826767183246450934132380777617375050423697360699618203384057956769363278e-39
3329,1,2,3,2,2,10,0,4,1664,439,1.6215902733116359305542083676761188462032810890652944381499427957751003724728896e-39
3329,1,2,3,2,2,10,0,4,1664,440,1.8230482008762374533950486788274737947936847167535563043974837369141266025752221e-39
3329,1,2,3,2,2,10,0,4,1664,441,2.0608016482507026106704753555941025464416901145336655186194170113108238796069179e-39
3329,1,2,3,2,2,10,0,4,1664,442,2.3414553855532905764619330640536948075043516628508272274836124078815901689845912e-39
3329,1,2,3,2,2,10,0,4,1664,443,2.6718027139043656702725657193157845035034362158456437405496829942871485368777433e-39
3329,1,2,3,2,2,10,0,4,1664,444,3.0609770244658218594694009490294307095163815304140163598426656633676149427852287e-39
3329,1,2,3,2,2,10,0,4,1664,445,3.5174030692197306225098515221545840061895664758186119233260149329633037230829764e-39
3329,1,2,3,2,2,10,0,4,1664,446,4.0544797934638747018475516934439488351327774841824857474630814678806355006884236e-39
3329,1,2,3,2,2,10,0,4,1664,447,4.6847182461061513269758868144745829454895294234114850717137500747372248153256777e-39
3329,1,2,3,2,2,10,0,4,1664,448,5.4247625773208331591206348260124627304237251853024195007679286677234880704627233e-39
3329,1,2,3,2,2,10,0,4,1664,449,6.2929979049700151607045583317444714189788619940516578722030711416423099017949022e-39
3329,1,2,3,2,2,10,0,4,1664,450,7.3109724423080777689547062489003418411703564552073589563606840622058642955942235e-39
3329,1,2,3,2,2,10,0,4,1664,451,8.5041794291440836983541004805355223534400857761749807654317325878187461046605760e-39
3329,1,2,3,2,2,10,0,4,1664,452,9.9027783454199977990988575326011559836897548349376604293466820292370387723391809e-39
3329,1,2,3,2,2,10,0,4,1664,453,1.1540893578936345267246036214978337229544858093628736992255757744762880842586195e-38
3329,1,2,3,2,2,10,0,4,1664,454,1.3460440177570097610366445807358202429980212133460386673645151261289424676157496e-38
3329,1,2,3,2,2,10,0,4,1664,455,1.5706225072348044536868920573362242991973403956572537097773484609385539955545162e-38
3329,1,2,3,2,2,10,0,4,1664,456,1.8336295662386330184728111005560288645245684212951781811848939301042002061437229e-38
3329,1,2,3,2,2,10,0,4,1664,457,2.1414668657404054195639782447019285159978363534959870921283344198119657370618902e-38
3329,1,2,3,2,2,10,0,4,1664,458,2.5017068890902476180793318227741304281763674510915753569729772465689111594475746e-38
3329,1,2,3,2,2,10,0,4,1664,459,2.9231288189083524786973549465258118756558010071380922782038919613818454704692872e-38
3329,1,2,3,2,2,10,0,4,1664,460,3.4161811127814345556874422871349723655305514342940768493064222546313001879647134e-38
3329,1,2,3,2,2,10,0,4,1664,461,3.9928355339279829924026245660111719157108411799769095538967040392864816105293953e-38
3329,1,2,3,2,2,10,0,4,1664,462,4.6671280724684301437634864027219602925190207297623241955986697896967923159326683e-38
3329,1,2,3,2,2,10,0,4,1664,463,5.4556034649897335670060856954316836344531887509953773836647512693155210083879318e-38
3329,1,2,3,2,2,10,0,4,1664,464,6.3773618570201057426757801460613309141945596952839497567816465213119717115719730e-38
3329,1,2,3,2,2,10,0,4,1664,465,7.4547626707667094394775130006763773055035617252022325310018012536401387774285407e-38
3329,1,2,3,2,2,10,0,4,1664,466,8.7139894751657948532118666245191280720313886632652396954853606980889345866201109e-38
3329,1,2,3,2,2,10,0,4,1664,467,1.0185354073319666000993629712115219482534937907195624313252623746673047416463152e-37
3329,1,2,3,2,2,10,0,4,1664,468,1.1904535436513751405151396117801970704617938893316927033551330925221633322262852e-37
3329,1,2,3,2,2,10,0,4,1664,469,1.3912920061527433633465579071286836412201808132297477536050490763505656652308780e-37
3329,1,2,3,2,2,10,0,4,1664,470,1.6258852335220587580473280136571085949948996420372288432699214503295622172751436e-37
3329,1,2,3,2,2,10,0,4,1664,471,1.8998664629691189736570886800923397718077500919727752287702187967303905253109865e-37
3329,1,2,3,2,2,10,0,4,1664,472,2.2198098712019419084787984647089992950182535658035443795149534585037958028467776e-37
3329,1,2,3,2,2,10,0,4,1664,473,2.5933736314698485415759008671709360218906137308057285910710294992614728498901180e-37
3329,1,2,3,2,2,10,0,4,1664,474,3.0294873208839500238773531939012301473251512840390368537465757723618610724405622e-37
3329,1,2,3,2,2,10,0,4,1664,475,3.5385550993263915357412619201688296331378846329697337324407018829822194301538908e-37
3329,1,2,3,2,2,10,0,4,1664,476,4.1327154819935873825604384647971302197917899363182487599313987774462984951984280e-37
3329,1,2,3,2,2,10,0,4,1664,477,4.8260756086104418664080777904693337020126640824908460669882090579140423218062070e-37
3329,1,2,3,2,2,10,0,4,1664,478,5.6351144915657043914598303067430540857645773510343678701789501370282545224310630e-37
3329,1,2,3,2,2,10,0,4,1664,479,6.5789995825692291165060848265633203622489419868057778333179593197039269393656853e-37
3329,1,2,3,2,2,10,0,4,1664,480,7.6800626527368986309169423274888683233696908959903046286328707916519225836219850e-37
3329,1,2,3,2,2,10,0,4,1664,481,8.9643125913615140707186858811926497029054730967316068553807969177316641543358064e-37
