KYBER_Q,KYBER_LEVEL,KYBER_K,KYBER_ETA1,KYBER_ETA2,KYBER_N_BLOCKS_FOR_DU0,KYBER_DU0,KYBER_DU1,KYBER_DV,CODE_ALPHA,CODE_BETA,DFR
3329,1,2,3,2,2,10,0,4,1664,122,1.4773050252895107462846614997893527904797872354742024153011413541077970575439201e-38
3329,1,2,3,2,2,10,0,4,1664,123,1.4735168181643777427463001858537137621645842628186473831184294155500255518015422e-38
3329,1,2,3,2,2,10,0,4,1664,124,1.4705257456092397520621210794607837779676490359286890159178147729369004221311305e-38
3329,1,2,3,2,2,10,0,4,1664,125,1.4660769482688366164609331429132415881782322112243745538517338418192612543701648e-38
3329,1,2,3,2,2,10,0,4,1664,126,1.4621787373807803153938351256427938562735114141433059550526551051916879228163842e-38
3329,1,2,3,2,2,10,0,4,1664,127,1.4583689103273670825448765680338952746163728216851601785078443048756586801379696e-38
3329,1,2,3,2,2,10,0,4,1664,128,1.4550700785861012812142385170394794763354252662746523614364664692272773404249467e-38
3329,1,2,3,2,2,10,0,4,1664,129,1.4512339090823697882561275468679083564889614083921457639302027967661970181545098e-38
3329,1,2,3,2,2,10,0,4,1664,130,1.4466701843753228016816897719342011049673930627018710068639985603156912759521770e-38
3329,1,2,3,2,2,10,0,4,1664,131,1.4428881964882905122437159430466538430130470836150857943601302502764650026608960e-38
3329,1,2,3,2,2,10,0,4,1664,132,1.4387237473748434958502183943952999138788786624274942187879343838560964798316585e-38
3329,1,2,3,2,2,10,0,4,1664,133,1.4341833182385192100375655751066936743187011984427996369673672412514058329582965e-38
3329,1,2,3,2,2,10,0,4,1664,134,1.4302384718996054975846763188531913323169855469072152027195698591984274253594356e-38
3329,1,2,3,2,2,10,0,4,1664,135,1.4255501273580751731646043521167110824900572024384772629387773032183183728219968e-38
3329,1,2,3,2,2,10,0,4,1664,136,1.4215704159049011519667810525381348053754714284273860779126789202992990298823407e-38
3329,1,2,3,2,2,10,0,4,1664,137,1.4176017934399898352933606356898964083389349786919805716835752956278879151393840e-38
3329,1,2,3,2,2,10,0,4,1664,138,1.4123182955060943497289058547177519162172428025219798573630016464262505874747609e-38
3329,1,2,3,2,2,10,0,4,1664,139,1.4061690432948476367382172460356311071159786908332897473723519122605506216115250e-38
3329,1,2,3,2,2,10,0,4,1664,140,1.4045499022875988136123602075413355158990660216150124211382366852919602461846536e-38
3329,1,2,3,2,2,10,0,4,1664,141,1.3995775596135899806480499623065063355165536926972129501263445107536133441583645e-38
3329,1,2,3,2,2,10,0,4,1664,142,1.3950415223522161748294697005170413808999604862045106102334295928175525170969843e-38
3329,1,2,3,2,2,10,0,4,1664,143,1.3908425983017368213524370859163042168249406272967762143393348319924285948343192e-38
3329,1,2,3,2,2,10,0,4,1664,144,1.3860957848675488466277541197673575569830828796272524931321252733642959580040815e-38
3329,1,2,3,2,2,10,0,4,1664,145,1.3811848687291813925649466478748326080399781455888181284522091404077096928191595e-38
3329,1,2,3,2,2,10,0,4,1664,146,1.3775175379797724777394818641079139262258299531856574974184664866069548634786602e-38
3329,1,2,3,2,2,10,0,4,1664,147,1.3711367328207384240046467468972145416179079524172122498902149852187637841982576e-38
3329,1,2,3,2,2,10,0,4,1664,148,1.3675140402336494794606273093470219542368249704075888963191414846192790381264566e-38
3329,1,2,3,2,2,10,0,4,1664,149,1.3615247740407731077967265330927855764487171342419634404827704823537746074951400e-38
3329,1,2,3,2,2,10,0,4,1664,150,1.3571647055882168893002237462772283329458667994085651605620094525221974253149340e-38
3329,1,2,3,2,2,10,0,4,1664,151,1.3516232482920790264265844730467624406658585691610871911695395959214052107941791e-38
3329,1,2,3,2,2,10,0,4,1664,152,1.3470119516363530210516226276307257985675980328237408154557583047338313121078908e-38
3329,1,2,3,2,2,10,0,4,1664,153,1.3418949844090919048424510551779515084296768935757207206675011383839537407811580e-38
3329,1,2,3,2,2,10,0,4,1664,154,1.3369527906343104285928454466943677504102782834115325082377206133995084002829555e-38
3329,1,2,3,2,2,10,0,4,1664,155,1.3320043874144223314471158925614228879562245819496406515142754924842083249861189e-38
3329,1,2,3,2,2,10,0,4,1664,156,1.3263901099614462195803142707219898533801478110098516949886035542154520604310265e-38
3329,1,2,3,2,2,10,0,4,1664,157,1.3215063825771955204777501645939368615892069251770389766403490614849347873503577e-38
3329,1,2,3,2,2,10,0,4,1664,158,1.3167194006995957143947323071081797004120910858407302133764455521515903797489377e-38
3329,1,2,3,2,2,10,0,4,1664,159,1.3112769058902979453071603582994233500611472503169137133984133992946976905691482e-38
3329,1,2,3,2,2,10,0,4,1664,160,1.3057114800711234106333432192613483769817990454864206480995436782589811156033228e-38
3329,1,2,3,2,2,10,0,4,1664,161,1.3001587302335756973878624987020857677275035460212297713015937092454155078530321e-38
3329,1,2,3,2,2,10,0,4,1664,162,1.2955983922744634259957746538367807679785953442797016265112630202282413858642067e-38
3329,1,2,3,2,2,10,0,4,1664,163,1.2898961763686051994447957581236572209455709709233660530089865356238472154004915e-38
3329,1,2,3,2,2,10,0,4,1664,164,1.2845865402766969951948341034252010748757281248620903498444599472208119823612721e-38
3329,1,2,3,2,2,10,0,4,1664,165,1.2787753354902847119119503122840228727922378422137248041503349004019817688309699e-38
3329,1,2,3,2,2,10,0,4,1664,166,1.2694918172974629869619284287957334882905939298838959606821892674330171100827184e-38
3329,1,2,3,2,2,10,0,4,1664,167,1.2650681016304044397593208434997496682923106657454497526091039349751853355646076e-38
3329,1,2,3,2,2,10,0,4,1664,168,1.2625016210235275424097394287997831272346602161438612343276477492799446833855749e-38
3329,1,2,3,2,2,10,0,4,1664,169,1.2568132587263429716174408905262114949182561898106777578757448675836654622393973e-38
3329,1,2,3,2,2,10,0,4,1664,170,1.2505938206226614207894015016941317329823050570002879283256100486445692448852659e-38
3329,1,2,3,2,2,10,0,4,1664,171,1.2448038804817389591639119715175633659278845290452926737613580173523162797562160e-38
3329,1,2,3,2,2,10,0,4,1664,172,1.2387618538146309957320775160725990901473024742290735783616327030325043289352475e-38
3329,1,2,3,2,2,10,0,4,1664,173,1.2336589282571837707828944759192767490421096635315810292833524266856703232492044e-38
3329,1,2,3,2,2,10,0,4,1664,174,1.2277611064097610374089866051092757555940528955790906764779485313465991969157684e-38
3329,1,2,3,2,2,10,0,4,1664,175,1.2214591036489256314235296981003410558455194063837324853871413851327146508658938e-38
3329,1,2,3,2,2,10,0,4,1664,176,1.2161780605212059062986845312257939004451600317663309792481801567309366737646329e-38
3329,1,2,3,2,2,10,0,4,1664,177,1.2101606106435781012720554831828312073090583760638140503583965675428496252398081e-38
3329,1,2,3,2,2,10,0,4,1664,178,1.2040702969063368142224936855712379226127637928025819148476873938381309227704279e-38
3329,1,2,3,2,2,10,0,4,1664,179,1.1985320280664967999468942631736207602932199883180467222284755021693726634079141e-38
3329,1,2,3,2,2,10,0,4,1664,180,1.1928505916879040436853283961969537535914643906305045333603440641895698914743732e-38
3329,1,2,3,2,2,10,0,4,1664,181,1.1857614965050961424451490770916451796898802801176592098966331298146005450081990e-38
3329,1,2,3,2,2,10,0,4,1664,182,1.1799717320729372095216126822283033499368581673786836405073806393175663984048995e-38
3329,1,2,3,2,2,10,0,4,1664,183,1.1742202918771356497743149521914128000644683217392939018860073354596138552258529e-38
3329,1,2,3,2,2,10,0,4,1664,184,1.1675652180014288816154858298346569894868188871939593788761029491586665099973847e-38
3329,1,2,3,2,2,10,0,4,1664,185,1.1604550533580992551119137516839824457502542539019194888232604978931293692505123e-38
3329,1,2,3,2,2,10,0,4,1664,186,1.1557679496984737504158117268597110718701960531680331262280088345456974036983221e-38
3329,1,2,3,2,2,10,0,4,1664,187,1.1498970497197424898315276381035651559819036723158522104734488488549097826370892e-38
3329,1,2,3,2,2,10,0,4,1664,188,1.1437025605265719313325952104551880124316012410893698223322720038778594459305136e-38
3329,1,2,3,2,2,10,0,4,1664,189,1.1372786326792625245145943651540244080743004940276477167063169154521610178033145e-38
3329,1,2,3,2,2,10,0,4,1664,190,1.1300555417893862531118960741243553840127423763430189877783356704747555017466082e-38
3329,1,2,3,2,2,10,0,4,1664,191,1.1236679477228837279993126192190877571537501775141859491073432943921095264797471e-38
3329,1,2,3,2,2,10,0,4,1664,192,1.1171194519682263845829345132698959859729740527384036413528330671416288579033618e-38
3329,1,2,3,2,2,10,0,4,1664,193,1.1121258033967079562210272326015404046004903963827854535285505256701931271434487e-38
3329,1,2,3,2,2,10,0,4,1664,194,1.1051374885774287338098625049939705163812312331297641811351082087735694192700704e-38
3329,1,2,3,2,2,10,0,4,1664,195,1.0988356608853467138629065948182348023077725613470100905524426217045115630806205e-38
3329,1,2,3,2,2,10,0,4,1664,196,1.0931378910930674339240772062216514204630765057460950341395576919447943551637168e-38
3329,1,2,3,2,2,10,0,4,1664,197,1.0862131356924514125515653554873113451084354485460547282344310237362533300916894e-38
3329,1,2,3,2,2,10,0,4,1664,198,1.0787968858207110090403644111922459091704008332041723716438157997946474458520043e-38
3329,1,2,3,2,2,10,0,4,1664,199,1.0728516545655374363178904629631740813530303013063140989875533509296159954900870e-38
3329,1,2,3,2,2,10,0,4,1664,200,1.0661573514669723695838502998101915485544399572715846791114415377275804160082027e-38
3329,1,2,3,2,2,10,0,4,1664,201,1.0595306067565968779496457983195411342175269761527395195747149552660074072392013e-38
3329,1,2,3,2,2,10,0,4,1664,202,1.0530300730545723969427263992857670939365891006665025562217764737017079384270688e-38
3329,1,2,3,2,2,10,0,4,1664,203,1.0459022402941685231732123934403565736317134000110520564359701454277784635276484e-38
3329,1,2,3,2,2,10,0,4,1664,204,1.0401244751523102914202275250010327995181020722997494536394632340667981769727375e-38
3329,1,2,3,2,2,10,0,4,1664,205,1.0332618758026072415661492007017167737273234629593539074328938071777712831742954e-38
3329,1,2,3,2,2,10,0,4,1664,206,1.0266586958771972986413624856220688407680846218172644843583212455951703413305571e-38
3329,1,2,3,2,2,10,0,4,1664,207,1.0211632807163693755072897141936447825048063042833224089033846718842313215526573e-38
3329,1,2,3,2,2,10,0,4,1664,208,1.0101717763521915054729081565050517209453835737792923668555654964931710030122656e-38
3329,1,2,3,2,2,10,0,4,1664,209,1.0051082525663396421114563774847246527232072069164553206922291956141402410368935e-38
3329,1,2,3,2,2,10,0,4,1664,210,1.0002423786565350902353720890228551852481161988194784449628589837465999493338198e-38
3329,1,2,3,2,2,10,0,4,1664,211,9.9336693519084865539011832162466927072819854126709402485151259167660444148964968e-39
3329,1,2,3,2,2,10,0,4,1664,212,9.8681290364851005911573686195966169964899804257415355577020977404838040390175328e-39
3329,1,2,3,2,2,10,0,4,1664,213,9.8046104674876567082154490204765647274323698538206824554628125883812778704450029e-39
3329,1,2,3,2,2,10,0,4,1664,214,9.7358663281934391071373813582172303677916820097972737276628205404118904486823079e-39
3329,1,2,3,2,2,10,0,4,1664,215,9.6651173519120088859161501724840537748336980425095572189422424178249992662189144e-39
3329,1,2,3,2,2,10,0,4,1664,216,9.6026355422549219340261078838612625276270813303116888584197449869022834381937077e-39
3329,1,2,3,2,2,10,0,4,1664,217,9.5288055392946549037835397324151805037083460983748128449324646634023042480365803e-39
3329,1,2,3,2,2,10,0,4,1664,218,9.4650826251644375183212070625812822403258207103724305544931361947108038326386714e-39
3329,1,2,3,2,2,10,0,4,1664,219,9.4007877479253986785797541661841957867168012309286525692655625693615776072639347e-39
3329,1,2,3,2,2,10,0,4,1664,220,9.3280096761737604566853629157454736427317731320751234428903620348195869303483677e-39
3329,1,2,3,2,2,10,0,4,1664,221,9.2613273279472943253262153010600687668095544737908628032344771126801333324098547e-39
3329,1,2,3,2,2,10,0,4,1664,222,9.2139689322459156842713967046437216316310821703914424546191077862642303374682985e-39
3329,1,2,3,2,2,10,0,4,1664,223,9.1285086581816989918708644545424137296868363920148262708953550902125961914948387e-39
3329,1,2,3,2,2,10,0,4,1664,224,9.0603016292359687083842699160194666450333105588025337468278064715840594868280762e-39
3329,1,2,3,2,2,10,0,4,1664,225,8.9892824755455061460599392704239751249303613321716751898947517510632167347358623e-39
3329,1,2,3,2,2,10,0,4,1664,226,8.9306562250979109975770202757607651147685343507193953839889300016875082565997104e-39
3329,1,2,3,2,2,10,0,4,1664,227,8.8567428457144679185296516406418790940962313225366290109498441236452717186900265e-39
3329,1,2,3,2,2,10,0,4,1664,228,8.7928180166029767363999928223112825071104262666196699231613947904109415486403674e-39
3329,1,2,3,2,2,10,0,4,1664,229,8.7199558093464979918096666993525839259578582181521790731977468267798721944021208e-39
3329,1,2,3,2,2,10,0,4,1664,230,8.6538628081842783386233409929290737500948526092850933898653565948979766058098858e-39
3329,1,2,3,2,2,10,0,4,1664,231,8.5912463350477626702270747017597645846392893145233084483317483805605157165906046e-39
3329,1,2,3,2,2,10,0,4,1664,232,8.5163244089067962285815079851409336125268669172099447246662468976985930842774392e-39
3329,1,2,3,2,2,10,0,4,1664,233,8.4533978895299558291978568133629220129280730742419165038635873797098689340544953e-39
3329,1,2,3,2,2,10,0,4,1664,234,8.3840850341243189475292591319647028023732038136315063280104834948987847798522229e-39
3329,1,2,3,2,2,10,0,4,1664,235,8.3180184343042440764993768157742016263625392093640142071418698268108679717649957e-39
3329,1,2,3,2,2,10,0,4,1664,236,8.2473998145302282328328144055293375115241975691418498943543054931243031747515142e-39
3329,1,2,3,2,2,10,0,4,1664,237,8.1851297160413042153811558796230660504966567870655586017102151467390034310264432e-39
3329,1,2,3,2,2,10,0,4,1664,238,8.1448416518420657498565513499458189455932158451093850869537528649186522395097203e-39
